step,exact,kimi,srd,srd_f
572,4.75605,4.75348,4.75392,4.75282
573,4.77343,4.77542,4.77339,4.76727
574,4.79104,4.78989,4.79103,4.80359
575,4.76105,4.75164,4.75615,4.76316
576,4.75103,4.74847,4.74216,4.76257
577,4.73173,4.73373,4.73358,4.73632
578,4.7468,4.7423,4.74276,4.74656
579,4.77551,4.76843,4.77201,4.78104
580,4.75792,4.75341,4.7609,4.75868
581,4.76664,4.75606,4.75648,4.76122
582,4.76706,4.76474,4.77001,4.77059
583,4.76133,4.75207,4.76093,4.79236
584,4.77363,4.76467,4.77515,4.77513
585,4.76884,4.76042,4.77499,4.77028
586,4.78802,4.77221,4.78737,4.78476
587,4.76047,4.75711,4.75663,4.75878
588,4.76902,4.76682,4.77363,4.78304
589,4.74512,4.73521,4.74293,4.74245
590,4.76407,4.76267,4.76409,4.77587
591,4.75454,4.75201,4.75022,4.74994
592,4.76382,4.76439,4.7639,4.77146
593,4.78838,4.77771,4.78893,4.80783
594,4.77109,4.7542,4.75905,4.76373
595,4.7412,4.7418,4.74104,4.74544
596,4.76438,4.73278,4.73774,4.73452
597,4.76493,4.76261,4.76966,4.77124
598,4.77735,4.77946,4.78059,4.78824
599,4.75862,4.77287,4.7631,4.75936
600,4.74809,4.75351,4.75145,4.75263
