step,exact,kimi,srd,srd_f
539,4.68931,4.68809,4.79088,4.68978
540,4.69632,4.68746,4.75706,4.69135
541,4.77359,4.75189,4.81091,4.7603
542,4.70429,4.70106,4.76243,4.70938
543,4.72341,4.70202,4.76625,4.70913
544,4.69836,4.6952,4.73813,4.69387
545,4.68966,4.67286,4.7362,4.68265
546,4.71244,4.69952,4.75834,4.70618
547,4.75068,4.73073,4.78086,4.73176
548,4.7025,4.69448,4.74771,4.70229
549,4.7199,4.72071,4.77598,4.73432
550,4.7171,4.71215,4.76255,4.70945
551,4.72544,4.721,4.77755,4.73433
552,4.74479,4.73331,4.76912,4.73622
553,4.69683,4.6949,4.73422,4.69707
554,4.70733,4.68586,4.72018,4.69202
555,4.71332,4.7033,4.74636,4.70556
556,4.7256,4.70016,4.74239,4.70273
557,4.70542,4.67377,4.7184,4.6837
558,4.69011,4.69041,4.72422,4.68535
559,4.68777,4.6732,4.7055,4.66856
560,4.72289,4.70897,4.74743,4.71936
561,4.73413,4.73616,4.75814,4.74177
562,4.74273,4.72853,4.79425,4.74774
563,4.69141,4.67647,4.71216,4.67529
564,4.69037,4.67891,4.7164,4.68559
565,4.67037,4.67173,4.69056,4.6766
566,4.72697,4.71255,4.76138,4.72976
567,4.73696,4.73212,4.76094,4.73874
568,4.72798,4.70281,4.72269,4.71172
569,4.71528,4.69177,4.70663,4.69797
570,4.75434,4.74269,4.77489,4.74446
571,4.73239,4.73493,4.74345,4.74194
572,4.67861,4.66647,4.68137,4.67202
573,4.66831,4.66662,4.6948,4.6709
574,4.7109,4.69795,4.7164,4.70559
575,4.70982,4.70217,4.70057,4.70392
576,4.71253,4.70099,4.74475,4.7088
577,4.76276,4.75761,4.76905,4.76316
578,4.69672,4.69621,4.72269,4.69529
579,4.76156,4.74962,4.79105,4.75999
580,4.77028,4.75791,4.78409,4.76435
581,4.72515,4.71387,4.74892,4.72117
582,4.69712,4.6993,4.71462,4.69966
583,4.68898,4.68294,4.72799,4.68818
584,4.72449,4.71884,4.74806,4.72218
585,4.76506,4.74748,4.77929,4.75092
586,4.7087,4.69886,4.70765,4.70293
587,4.68602,4.69464,4.69128,4.69443
588,4.75214,4.70814,4.73471,4.70476
589,4.7602,4.75131,4.77359,4.77495
590,4.70513,4.70319,4.72329,4.70752
591,4.71784,4.71071,4.73237,4.71538
592,4.70884,4.69581,4.72806,4.70375
593,4.74875,4.74048,4.7498,4.74372
594,4.7034,4.70409,4.72424,4.71092
595,4.73005,4.72347,4.72817,4.72757
596,4.69892,4.69149,4.70153,4.69591
597,4.72443,4.7177,4.74429,4.7215
598,4.67906,4.67513,4.69944,4.68512
599,4.73749,4.7264,4.76308,4.73444
600,4.67526,4.67251,4.69311,4.67153
601,4.70262,4.7044,4.71435,4.70832
602,4.66241,4.66609,4.66428,4.67557
603,4.69278,4.68479,4.69566,4.6957
604,4.75152,4.71231,4.72784,4.71544
605,4.69073,4.67501,4.69483,4.67169
606,4.76026,4.75667,4.78625,4.76005
607,4.69678,4.68739,4.71305,4.69128
608,4.70098,4.69886,4.72791,4.69833
609,4.70816,4.70715,4.73534,4.71805
610,4.70194,4.6883,4.70626,4.69882
611,4.74248,4.71128,4.73095,4.71518
612,4.76428,4.72371,4.74739,4.72473
613,4.69689,4.67963,4.69858,4.68603
614,4.76693,4.76056,4.78746,4.76985
615,4.71756,4.70183,4.7181,4.70632
616,4.71205,4.70878,4.70519,4.70919
617,4.75607,4.75263,4.77615,4.7541
618,4.73658,4.73909,4.74519,4.74066
619,4.74796,4.74961,4.76468,4.74306
620,4.7002,4.69692,4.71443,4.70649
621,4.7201,4.72437,4.74158,4.73077
622,4.70218,4.70071,4.72216,4.70162
623,4.70474,4.69784,4.71156,4.70326
624,4.68917,4.68818,4.70728,4.68779
625,4.73349,4.71569,4.72203,4.71676
626,4.67983,4.68092,4.70101,4.68168
627,4.72229,4.71111,4.73222,4.72238
628,4.71749,4.67823,4.68728,4.68085
629,4.71936,4.70619,4.72117,4.71165
630,4.66531,4.66379,4.67277,4.6623
631,4.71415,4.68386,4.70057,4.69024
632,4.69485,4.69528,4.71117,4.6993
633,4.69368,4.67571,4.67844,4.67789
